achieved_output_throughput_tps,achieved_request_throughput_rps,arrival_rate_rps,baseline,baseline_key,case_seed,dataset,dataset_slug,error,input_tokens_mean,input_truncated_count,internal_baseline,latency_from_arrival_mean_s,latency_internal_mean_s,model,model_slug,normalized_latency_mean,normalized_latency_p50,normalized_latency_p90,normalized_latency_p95,num_requests,out_of_order_completions,output_length_fallback_count,output_tokens_mean,output_truncated_count,status,wall_time_s
0.5792566270102549,0.07240707837628187,0.05,Naive PIM,naive_pim,868402285,humaneval,humaneval,,97.0,1,disagg_pim_naive,35.64461223284403,29.735098203023274,opt-1.3b,opt-1-3b,4.455576529105504,4.77817776799202,5.095702582597732,5.135393184423447,3,0,0,8.0,3,ok,41.43241333961487
