achieved_output_throughput_tps,achieved_request_throughput_rps,arrival_rate_rps,baseline,baseline_key,case_seed,dataset,dataset_slug,error,input_tokens_mean,input_truncated_count,internal_baseline,latency_from_arrival_mean_s,latency_internal_mean_s,model,model_slug,normalized_latency_mean,normalized_latency_p50,normalized_latency_p90,normalized_latency_p95,num_requests,out_of_order_completions,output_length_fallback_count,output_tokens_mean,output_truncated_count,status,wall_time_s
0.5086330380387251,0.25431651901936253,0.2,Naive PIM,naive_pim,596524077,humaneval,humaneval,,64.0,1,disagg_pim_naive,3.745246410369873,3.6961605548858643,opt-1.3b,opt-1-3b,1.8726232051849365,1.8726232051849365,1.8726232051849365,1.8726232051849365,1,0,0,2.0,1,ok,3.932107925415039
