model,dataset,baseline,arrival_rate_rps,normalized_latency_mean,normalized_latency_p50,normalized_latency_p90,normalized_latency_p95,normalized_internal_latency_mean,normalized_internal_latency_p50,normalized_internal_latency_p90,normalized_internal_latency_p95,achieved_request_throughput_rps,achieved_output_throughput_tps,latency_from_arrival_mean_s,latency_internal_mean_s,input_tokens_mean,output_tokens_mean
opt-1.3b,longbench-qasper,AFD,0.25,3.8137815081576507,2.6787958542505903,6.850020551681522,9.126921331882482,1.8328492878377438,1.7519476890563965,2.539943313598633,2.6398840665817267,0.26197213236389977,1.8207063199291034,13.711070346832276,9.578064835071563,512.0,6.95
opt-1.3b,longbench-qasper,AFD,0.3,3.9873063817951415,2.648101234436035,6.352452087402345,7.836996197700508,2.0375819862054456,2.0635395288467406,2.624131011962891,2.776818490028382,0.2930045913858814,2.0363819101318756,16.14627950191498,11.084478175640106,512.0,6.95
opt-1.3b,longbench-qasper,AFD,0.35,5.476427809877528,3.5808899137708874,9.066644263267538,22.28287024497986,2.2434386919273273,2.1180187596215143,2.880947232246399,2.99839780330658,0.3063168166749534,2.1289018758909264,19.87863872051239,13.086196541786194,512.0,6.95
opt-1.3b,longbench-qasper,AFD,0.4,5.937297931396299,3.5041663249333697,10.289909458160423,25.38928099870682,2.5455026152729987,2.407090409596761,3.3528319644927986,3.6627601385116577,0.3173498688020994,2.2055815881745913,22.357001638412477,15.240073895454406,512.0,6.95
opt-1.3b,longbench-qasper,AFD,0.5,6.530647381312317,3.3575597777962685,12.365843319892912,30.646241736412048,2.907699296209547,2.7541741728782654,3.8089095115661626,4.290723145008087,0.32920274271781985,2.2879590618888477,25.27816449403763,17.903023278713228,512.0,6.95
opt-1.3b,longbench-qasper,AFD,0.6,8.991667918480106,3.8325304463505745,18.73937416076663,37.59212254285812,3.733959783845478,3.3977068811655045,5.102737752596537,5.342564264933269,0.31907598882937654,2.2175781223641673,33.03776986598969,22.67972505092621,512.0,6.95
opt-1.3b,longbench-qasper,AFD,0.8,11.728794079456064,5.122888975673252,28.415411067008993,42.62517206668854,4.24638854359587,3.5162482604384424,6.470100259780884,6.740215122699738,0.32550971862651823,2.2622925444543016,41.197179436683655,25.14875967502594,512.0,6.95
opt-1.3b,longbench-qasper,CPU-Attention,0.1,6.230544258488549,4.503745714823404,16.516784405708314,16.854796898365024,1.3621393292811181,1.4299415588378905,1.7455696344375613,1.8948065956433615,0.12123735127964691,0.842599591393546,17.786990213394166,7.986930000782013,512.0,6.95
opt-1.3b,longbench-qasper,CPU-Attention,0.15,4.871342868391011,3.0527215878168743,11.414629411697392,14.737128305435183,1.4322494994435044,1.500413417816162,1.7508673604329428,1.8360591570536295,0.1697721719369219,1.1799165949616073,15.158247029781341,8.753888189792633,512.0,6.95
opt-1.3b,longbench-qasper,CPU-Attention,0.2,4.5060901246633795,3.1128725608189898,8.558546710014348,11.353789067268377,1.4988216147985722,1.4956609681248665,1.840700058937073,1.9066798090934756,0.2121398878512777,1.4743722205663798,15.872696149349213,9.490706241130829,512.0,6.95
opt-1.3b,longbench-qasper,CPU-Attention,0.25,4.499281770570411,2.7912445664405823,7.550710248947146,9.395294260978707,1.8523102958169249,1.710152268409729,2.300292220115662,2.4968259183565773,0.24489454506927347,1.7020170882314507,18.712534546852112,12.024913549423218,512.0,6.95
opt-1.3b,longbench-qasper,CPU-Attention,0.3,4.7883878064817855,2.786172144114971,7.45826213359833,9.642554330825817,2.0368459125194285,1.9567239259680114,2.5027228037516283,2.8823128660519917,0.26339448259136544,1.8305916540099898,21.046244812011718,13.971171116828918,512.0,6.95
opt-1.3b,longbench-qasper,CPU-Attention,0.35,5.191247909714778,3.7823513746261597,6.93739034334819,10.929475231965396,2.1954651556577947,2.1193843126296996,2.7498089075088505,2.970988883972168,0.27642947077136304,1.921184821860973,23.72547639608383,15.6996563911438,512.0,6.95
opt-1.3b,longbench-qasper,CPU-Attention,0.4,5.516750927037663,3.7250929673512774,7.515602682431544,12.046553234259303,2.4434098409612974,2.4502350330352782,2.964637050628663,3.394752565224966,0.2853878611627721,1.9834456350812661,26.23765094280243,17.317456543445587,512.0,6.95
opt-1.3b,longbench-qasper,CPU-Attention,0.5,7.491631187333001,3.3121864199638367,15.045848488807714,37.34616241455078,2.7802816455894046,2.817793440818787,3.2471703052520753,3.346350042025249,0.29650421908566493,2.060704322645371,28.820298743247985,19.738620734214784,512.0,6.95
opt-1.3b,longbench-qasper,CPU-Attention,0.6,8.617758005261422,3.471478583912055,19.163374638557467,41.24191905260086,2.999172336243921,3.0347990915179253,3.524587359428406,3.7304018020629894,0.3015188056315432,2.0955556991392257,32.27599903345108,21.19415831565857,512.0,6.95
opt-1.3b,longbench-qasper,CPU-Attention,0.8,10.830188198238611,4.813018441200256,20.73052272796635,44.885244047641756,3.3801809972524643,3.3804959803819656,4.329257607460022,4.4086834828058885,0.31396118046581556,2.182030204237418,40.24771962165833,22.828277337551118,512.0,6.95
opt-1.3b,sharegpt,AFD,0.1,1.8174576855049684,1.5346211269497871,3.3908780440688133,3.4081830844283107,1.0963850762408514,1.1383324414491653,1.3595780819654466,1.4213432177901268,0.10124195137905,1.6046849293579424,28.948293709754942,17.450621676445007,229.5,15.85
opt-1.3b,sharegpt,AFD,0.15,1.809519983541507,1.783914752304554,2.705585460364819,2.784213348478079,1.3718327053464376,1.267349287867546,1.9185585722327234,1.9616260021924974,0.13696211704862205,2.1708495552206593,28.753495609760286,21.84024969339371,229.5,15.85
opt-1.3b,sharegpt,AFD,0.2,2.082533252181915,1.8156991750001907,2.934491665661335,3.007780209183693,1.7814870986227807,1.6637097671627998,2.4040324464440346,2.4625901624560353,0.16258536493941023,2.576978034289652,32.94152780771255,28.273342382907867,229.5,15.85
opt-1.3b,sharegpt,AFD,0.25,2.9489680143503043,2.862523838877678,4.163484175503254,4.228520943969489,2.577918277279689,2.7084150463342667,3.5162133127450943,3.626309768855572,0.17203838366567265,2.7268083811009114,46.81195061206817,40.930831384658816,229.5,15.85
opt-1.3b,sharegpt,AFD,0.3,4.055762959386294,3.9184649288654327,5.680399815738201,5.83254981126923,3.2483366837868326,3.254737218985191,4.2051009550690654,4.266590606421232,0.175747277976625,2.7855943559295064,63.80143471956253,51.51072809696198,229.5,15.85
