model,dataset,baseline,arrival_rate_rps,normalized_latency_mean,normalized_latency_p50,normalized_latency_p90,normalized_latency_p95,normalized_internal_latency_mean,normalized_internal_latency_p50,normalized_internal_latency_p90,normalized_internal_latency_p95,achieved_request_throughput_rps,achieved_output_throughput_tps,latency_from_arrival_mean_s,latency_internal_mean_s,input_tokens_mean,output_tokens_mean
qwen-1.8b,longbench-qasper,CPU-Attention,0.35,5.92231189062198,3.9098601639270782,13.164043879508974,14.5099477171898,2.5182899782227146,2.4650835767388344,3.3766400734583546,4.037454867362977,0.2317266983572776,1.830640917022493,29.33445018529892,21.34927831888199,512.0,7.9
qwen-1.8b,longbench-qasper,CPU-Attention,0.4,6.790862241966857,4.297061011195183,15.048723085721335,16.480135409037285,2.643087662756443,2.660626418888569,3.4461439674099292,3.992219312985739,0.236681733276977,1.8697856928881182,34.17011570930481,23.18619635105133,512.0,7.9
qwen-1.8b,longbench-qasper,CPU-Attention,0.5,7.216064046902789,4.274910971522331,16.50439904530843,18.097565249602017,2.749882510387235,2.915825292468071,3.552673646807671,3.676291602104903,0.24692100084392707,1.9506759066670238,35.20199949741364,24.929737877845763,512.0,7.9
qwen-1.8b,longbench-qasper,CPU-Attention,0.6,7.776101299209727,4.2781907841563225,17.570925688743593,19.278638172149677,3.0891120225191115,3.219345174729824,4.053850722312928,4.444605700174967,0.25332390369123947,2.001258839160792,38.77699291706085,26.92749878168106,512.0,7.9
qwen-1.8b,longbench-qasper,CPU-Attention,0.8,10.557312001453505,4.341987691819668,22.495183467865036,51.963262391090396,3.2309993487265376,3.444231227040291,4.1698080778121955,4.521331961949667,0.26082450999592205,2.0605136289677843,42.58600889444351,28.33462975025177,512.0,7.9
qwen-1.8b,sharegpt,AFD,0.1,1.6199376285076141,1.4660436362028122,2.4572984084486964,2.567982251942158,1.1946846544742584,1.370492435991764,1.5324738398194313,1.5351061716675758,0.10102570814951316,1.6164113303922105,25.919002056121826,19.114954471588135,128.1,16.0
qwen-1.8b,sharegpt,AFD,0.15,2.2608453780412674,2.2268554866313934,3.256202284991742,3.81683841496706,1.8155612856149674,1.9794622734189034,2.422725634276867,2.4446715526282787,0.1325103355072373,2.1201653681157966,36.17352604866028,29.04898056983948,128.1,16.0
qwen-1.8b,sharegpt,AFD,0.2,3.1071488156914713,2.9828594028949738,4.9535273477435116,5.003743550926448,2.479024225473404,2.864070475101471,3.3500834077596666,3.4936692140996457,0.14876395960918526,2.380223353746964,49.71438105106354,39.66438760757446,128.1,16.0
qwen-1.8b,sharegpt,AFD,0.25,4.010929665714502,4.143601104617119,5.790667997300624,5.898361779004335,3.0573736645281313,3.5395869240164757,4.020021522045136,4.086535599082708,0.15774961429131537,2.523993828661046,64.17487465143203,48.9179786324501,128.1,16.0
qwen-1.8b,sharegpt,AFD,0.3,4.246188880503178,4.513430073857307,5.8859415158629425,5.975697592645884,3.480090583860874,4.03319688886404,4.526034297049045,4.5411709800362585,0.16310785281139312,2.60972564498229,67.93902208805085,55.681449341773984,128.1,16.0
qwen-1.8b,sharegpt,AFD,0.35,4.641631569713354,4.9138965010643005,6.011352667212487,6.069590808451176,3.831348582357168,4.434091843664646,4.783796672523022,4.8592556737363335,0.16765982892058218,2.682557262729315,74.26610511541367,61.30157731771469,128.1,16.0
qwen-1.8b,sharegpt,AFD,0.4,5.084208436310291,5.299940966069698,6.183433635532856,6.358760846406222,4.094964402168989,4.585740841925144,5.113093048334122,5.139291828125716,0.16919672707128208,2.7071476331405133,81.34733498096466,65.51943043470382,128.1,16.0
qwen-1.8b,sharegpt,AFD,0.5,5.340235002338886,5.61683477461338,6.323460714519024,6.463811383396387,4.468574973940849,4.950565807521343,5.494964124262333,5.575529897958041,0.17153640074980922,2.7445824119969475,85.44376003742218,71.49719958305359,128.1,16.0
qwen-1.8b,sharegpt,AFD,0.6,5.785045304894448,5.947556272149086,6.540729071199895,6.811855501681567,4.704306906461715,5.076465480029583,5.6297527089715,5.882086011022329,0.1733188595439835,2.773101752703736,92.56072487831116,75.26891050338745,128.1,16.0
qwen-1.8b,sharegpt,AFD,0.8,6.28556479588151,6.277432695031166,6.845021151006222,6.998365493118763,5.043286293745041,5.515397645533085,6.015127509832383,6.380266880989074,0.17513880754027822,2.8022209206444515,100.56903673410416,80.69258069992065,128.1,16.0
qwen-1.8b,sharegpt,CPU-Attention,0.1,1.7580487512052059,1.7246668189764023,2.679589629173279,2.9116806730628015,1.2968470178544522,1.4009090438485146,1.7924328282475472,1.7938212931156157,0.09887775854889354,1.5820441367822966,28.128780019283294,20.749552285671236,128.1,16.0
qwen-1.8b,sharegpt,CPU-Attention,0.15,2.5029724963009357,2.543056443333626,3.5725876778364194,4.133030337095261,2.0400044187903403,2.263123482465744,2.652664302289486,2.687056800723076,0.12821169249781994,2.051387079965119,40.04755994081497,32.640070700645445,128.1,16.0
qwen-1.8b,sharegpt,CPU-Attention,0.2,3.33066468834877,3.3151611238718033,5.271030461788178,5.321100173890591,2.6493601493537424,2.9478673115372658,3.8173074170947077,3.8589762568473818,0.14334717102314018,2.293554736370243,53.29063501358032,42.38976238965988,128.1,16.0
qwen-1.8b,sharegpt,CPU-Attention,0.25,4.225068193674088,4.411366336047649,6.0583333492279055,6.166033401340247,3.159958478808403,3.658532530069351,4.183381840586662,4.207392852753401,0.15259452335456353,2.4415123736730164,67.6010910987854,50.55933566093445,128.1,16.0
qwen-1.8b,sharegpt,CPU-Attention,0.3,4.474418598413467,4.798769131302834,6.171182845532894,6.260928835719824,3.6211875922977925,4.301774732768536,4.666040554642677,4.6806277513504035,0.15725399624153447,2.5160639398645515,71.59069757461548,57.93900147676468,128.1,16.0
qwen-1.8b,sharegpt,CPU-Attention,0.35,4.833815938979387,5.143124625086784,6.240587911009788,6.298635488003493,3.909524103999138,4.423723265528679,4.855323001742363,4.950065044313669,0.16265870702487123,2.6025393123979397,77.3410550236702,62.55238566398621,128.1,16.0
qwen-1.8b,sharegpt,CPU-Attention,0.4,5.082694508135319,5.456259913742542,6.416513101756573,6.467376340925694,4.220019511133432,4.754182428121567,5.314650948345662,5.350311998277903,0.16275473426637344,2.604075748261975,81.3231121301651,67.52031217813492,128.1,16.0
qwen-1.8b,sharegpt,CPU-Attention,0.5,5.521087621152401,5.8197145983576775,6.526524166762829,6.666866408288478,4.556268300116062,4.880342669785023,5.5580040797591215,5.690253505855799,0.1668877168491547,2.6702034695864754,88.33740193843842,72.90029280185699,128.1,16.0
qwen-1.8b,sharegpt,CPU-Attention,0.6,5.9799760289490225,6.164764903485775,6.757668671011925,7.0290188729763035,4.7637591861188415,5.185829401016235,5.851056297123432,5.944446812570096,0.16825228404474094,2.692036544715855,95.67961646318436,76.22014697790146,128.1,16.0
qwen-1.8b,sharegpt,CPU-Attention,0.8,6.519150172173977,6.511026233434677,7.07860577404499,7.23194905295968,5.095549318194389,5.237043708562851,6.188918691873551,6.448165284842252,0.16958919150966228,2.7134270641545966,104.30640275478363,81.52878909111023,128.1,16.0
