achieved_output_throughput_tps,achieved_request_throughput_rps,arrival_rate_rps,baseline,baseline_key,case_seed,dataset,dataset_slug,error,input_tokens_mean,input_truncated_count,internal_baseline,latency_from_arrival_mean_s,latency_internal_mean_s,model,model_slug,normalized_internal_latency_mean,normalized_internal_latency_p50,normalized_internal_latency_p90,normalized_internal_latency_p95,normalized_latency_mean,normalized_latency_p50,normalized_latency_p90,normalized_latency_p95,num_requests,out_of_order_completions,output_length_fallback_count,output_tokens_mean,output_truncated_count,status,wall_time_s
0.8627434716221505,0.0544317647711136,0.05,AFD,afd,1535923336,sharegpt,sharegpt,,174.15,3,disagg_afd,30.50543838739395,14.525040590763092,opt-1.3b,opt-1-3b,0.9136709152505949,0.911060281097889,1.0911668613553047,1.1394336692988871,1.9170754090524638,1.7755917087197304,2.980773730576038,3.118819576501848,20,0,0,15.85,19,ok,367.4325108528137
1.6184588762854144,0.10211097011264443,0.1,AFD,afd,876940267,sharegpt,sharegpt,,174.15,3,disagg_afd,28.70944654941559,17.279046392440797,opt-1.3b,opt-1-3b,1.08574453580838,1.1385156214237213,1.3604041680693628,1.4055826589465141,1.8025344177507436,1.5344535484910011,3.391200090944767,3.4084649212658404,20,0,0,15.85,19,ok,195.86534118652344
2.6141246103940525,0.16492899750120205,0.2,AFD,afd,1929522035,sharegpt,sharegpt,,174.15,3,disagg_afd,32.47103828191757,27.731543672084808,opt-1.3b,opt-1-3b,1.7472855776548386,1.6056109741330147,2.366410928964615,2.425451409816742,2.0531252277012055,1.8156587779521942,2.8252127379179,2.8987360775470736,20,0,0,15.85,19,ok,121.26430344581604
2.852005186072505,0.17993723571435363,0.4,AFD,afd,945948691,sharegpt,sharegpt,,174.15,3,disagg_afd,79.54234313964844,64.2137190937996,opt-1.3b,opt-1-3b,4.063681679906753,4.174185872077942,4.863062214736756,5.385487217857288,5.041131815830102,4.896343693137169,6.473624797165395,6.971003713974587,20,3,0,15.85,19,ok,111.14986801147461
2.902265713880695,0.18310824693253597,0.8,AFD,afd,1571188413,sharegpt,sharegpt,,174.15,3,disagg_afd,96.99807093143463,81.99874157905579,opt-1.3b,opt-1-3b,5.189115713422115,5.35760672390461,5.861243563890458,6.304915220175799,6.135934559714336,6.0172969698905945,6.820103286206722,6.8770796005542465,20,0,0,15.85,19,ok,109.22500944137573
0.8631920523898717,0.054460066396837335,0.05,CPU-Attention,cpu_attention,1535923336,sharegpt,sharegpt,,174.15,3,disagg_cpu,30.485918843746184,15.265160262584686,opt-1.3b,opt-1-3b,0.9597204967187001,0.9277481362223625,1.1776486948132516,1.2468954272568227,1.9158522371489268,1.7753160297870636,2.980717273056507,3.1182957813143743,20,0,0,15.85,19,ok,367.2415647506714
1.5942267892201087,0.10058213181199425,0.1,CPU-Attention,cpu_attention,876940267,sharegpt,sharegpt,,174.15,3,disagg_cpu,33.53598299026489,20.10875325202942,opt-1.3b,opt-1-3b,1.262832149462058,1.3041571453213692,1.6684567421674728,1.6845179364085197,2.1041788967183,2.0225726291537285,3.391814212501049,3.4090781159698964,20,0,0,15.85,19,ok,198.84247469902039
2.48131004080507,0.1565495293883325,0.2,CPU-Attention,cpu_attention,1929522035,sharegpt,sharegpt,,174.15,3,disagg_cpu,40.89965536594391,33.526147830486295,opt-1.3b,opt-1-3b,2.1117207473287216,2.0020025819540024,2.771872800588608,2.854450441151857,2.579918080969499,2.4805850833654404,3.706813637912274,4.105696315318346,20,0,0,15.85,19,ok,127.7550950050354
2.7217667701624775,0.1717203009566232,0.4,CPU-Attention,cpu_attention,945948691,sharegpt,sharegpt,,174.15,3,disagg_cpu,84.3290015220642,66.95735063552857,opt-1.3b,opt-1-3b,4.238737235791408,4.505576580762863,5.0302209019660955,5.514847692675316,5.344132842753942,5.228705994784832,6.806071782112122,7.307243639116105,20,3,0,15.85,19,ok,116.46846580505371
2.695876772021339,0.1700868625880971,0.8,CPU-Attention,cpu_attention,1571188413,sharegpt,sharegpt,,174.15,3,disagg_cpu,105.36003584861756,88.35009977817535,opt-1.3b,opt-1-3b,5.588466323568271,5.786495059728622,6.271834075450897,6.70638525526111,6.664587756762137,6.539920873939991,7.34271895289421,7.405713019290797,20,0,0,15.85,19,ok,117.58697700500488
