achieved_output_throughput_tps,achieved_request_throughput_rps,arrival_rate_rps,baseline,baseline_key,case_seed,dataset,dataset_slug,error,input_tokens_mean,input_truncated_count,internal_baseline,latency_from_arrival_mean_s,latency_internal_mean_s,model,model_slug,normalized_latency_mean,normalized_latency_p50,normalized_latency_p90,normalized_latency_p95,num_requests,out_of_order_completions,output_length_fallback_count,output_tokens_mean,output_truncated_count,status,wall_time_s
0.8475823429148043,0.06437334249985856,0.05,AFD,afd,868402285,humaneval,humaneval,,100.5,0,disagg_afd,29.48768885930379,11.6348637342453,opt-1.3b,opt-1-3b,2.3609530918260733,2.4550685371671404,3.9025001153349876,4.507280211895704,6,0,0,13.166666666666666,3,ok,93.20628333091736
2.365072805810262,0.14781705036314138,0.1,AFD,afd,153865655,humaneval,humaneval,,167.83333333333334,0,disagg_afd,25.820645292599995,20.42149504025777,opt-1.3b,opt-1-3b,1.6137903307874997,1.5970933064818382,2.098285086452961,2.1787674613296986,6,0,0,16.0,6,ok,40.59071660041809
2.017652623295924,0.1375672243156312,0.2,AFD,afd,596524077,humaneval,humaneval,,136.83333333333334,0,disagg_afd,16.66476035118103,13.357646981875101,opt-1.3b,opt-1-3b,1.1287338907519977,1.0973349884152412,1.299781359732151,1.3609137199819088,6,0,0,14.666666666666666,5,ok,43.61504006385803
0.5956524738563015,0.06743235553090206,0.05,AFD,afd,1836347885,longbench-qasper,longbench-qasper,,512.0,6,disagg_afd,14.829128185907999,7.592586159706116,opt-1.3b,opt-1-3b,3.716463998787933,2.1264810860157013,7.9775902430216465,9.76068671544393,6,0,0,8.833333333333334,2,ok,88.97805738449097
1.3925113653811632,0.13262013003630127,0.1,AFD,afd,1888988201,longbench-qasper,longbench-qasper,,512.0,6,disagg_afd,13.732191801071167,11.151772340138754,opt-1.3b,opt-1-3b,2.5365237653255464,1.1596174165606499,5.448195397853851,6.8661013543605804,6,0,0,10.5,3,ok,45.242000579833984
1.4286983230123143,0.12245985625819837,0.2,AFD,afd,966019274,longbench-qasper,longbench-qasper,,512.0,6,disagg_afd,15.342895229657492,11.45292862256368,opt-1.3b,opt-1-3b,2.1916686023275056,1.1108747646212578,4.551646709442139,5.574590007464091,6,0,0,11.666666666666666,4,ok,48.99564790725708
0.8252957355167744,0.0515809834697984,0.05,AFD,afd,1021383889,sharegpt,sharegpt,,239.33333333333334,1,disagg_afd,21.349336624145508,10.964014172554016,opt-1.3b,opt-1-3b,1.3343335390090942,1.3424009010195732,1.9719294607639313,2.015679359436035,6,0,0,16.0,6,ok,116.32193875312805
1.9463390941759697,0.12164619338599811,0.1,AFD,afd,1379446812,sharegpt,sharegpt,,132.5,1,disagg_afd,19.167535106341045,14.692811727523804,opt-1.3b,opt-1-3b,1.1979709441463153,1.1313743814826012,1.5925148949027061,1.6135547868907452,6,0,0,16.0,6,ok,49.323368310928345
2.1048659615471625,0.1540145825522314,0.2,AFD,afd,485242670,sharegpt,sharegpt,,250.83333333333334,1,disagg_afd,23.75769019126892,15.909885048866272,opt-1.3b,opt-1-3b,2.8152330244580903,1.7661921605467796,5.537611931562424,7.330099865794182,6,2,0,13.666666666666666,5,ok,38.95735001564026
0.8488024361384428,0.06446600780798299,0.05,CPU-Attention,cpu_attention,868402285,humaneval,humaneval,,100.5,0,disagg_cpu,29.46644699573517,11.690100073814392,opt-1.3b,opt-1-3b,2.358551938973722,2.455127394625119,3.90281630307436,4.507645834237337,6,0,0,13.166666666666666,3,ok,93.07230591773987
2.2063308938332216,0.13789568086457635,0.1,CPU-Attention,cpu_attention,153865655,humaneval,humaneval,,167.83333333333334,0,disagg_cpu,28.254350264867146,23.380653540293377,opt-1.3b,opt-1-3b,1.7658968915541966,1.7795764803886414,2.280837267637253,2.3613274320960045,6,0,0,16.0,6,ok,43.511152505874634
1.945114972677735,0.13262147540984556,0.2,CPU-Attention,cpu_attention,596524077,humaneval,humaneval,,136.83333333333334,0,disagg_cpu,17.478363394737244,14.53270665804545,opt-1.3b,opt-1-3b,1.179608238240083,1.1015935614705086,1.4014408811926842,1.462580617517233,6,0,0,14.666666666666666,5,ok,45.241541624069214
0.6024660034598808,0.06820369850489216,0.05,CPU-Attention,cpu_attention,1836347885,longbench-qasper,longbench-qasper,,512.0,6,disagg_cpu,14.661419828732809,7.663792848587036,opt-1.3b,opt-1-3b,3.5496626587377653,1.6241156682372093,7.980008443196615,9.764723698298136,6,0,0,8.833333333333334,2,ok,87.97176885604858
1.2964716988586094,0.12347349512939138,0.1,CPU-Attention,cpu_attention,1888988201,longbench-qasper,longbench-qasper,,512.0,6,disagg_cpu,15.406898856163025,12.279335180918375,opt-1.3b,opt-1-3b,2.7457999736070633,1.3691224455833435,5.866564571857452,7.075526982545853,6,0,0,10.5,3,ok,48.593424797058105
1.3614031175142283,0.11669169578693385,0.2,CPU-Attention,cpu_attention,966019274,longbench-qasper,longbench-qasper,,512.0,6,disagg_cpu,16.55335561434428,12.451337218284607,opt-1.3b,opt-1-3b,2.376367972128921,1.2622096166014671,4.954276601473491,6.178972224394481,6,0,0,11.666666666666666,4,ok,51.417540550231934
0.8184559597239514,0.05115349748274696,0.05,CPU-Attention,cpu_attention,1021383889,sharegpt,sharegpt,,239.33333333333334,1,disagg_cpu,21.672492464383442,11.52562395731608,opt-1.3b,opt-1-3b,1.3545307790239651,1.372694969177246,1.9720312431454659,2.015496712177992,6,0,0,16.0,6,ok,117.29403257369995
1.879187244339332,0.11744920277120825,0.1,CPU-Attention,cpu_attention,1379446812,sharegpt,sharegpt,,132.5,1,disagg_cpu,19.75632607936859,15.609655221303305,opt-1.3b,opt-1-3b,1.234770379960537,1.1861876100301743,1.592754915356636,1.6137784123420715,6,0,0,16.0,6,ok,51.085915088653564
2.007863743987333,0.14691685931614634,0.2,CPU-Attention,cpu_attention,485242670,sharegpt,sharegpt,,250.83333333333334,1,disagg_cpu,24.69724214076996,18.672945777575176,opt-1.3b,opt-1-3b,2.873545490205288,1.824829213321209,5.595152482390404,7.357466034591198,6,2,0,13.666666666666666,5,ok,40.83942461013794
